beer1,beer1freq,beer2,beer2freq,beer3,beer3freq,beer4,beer4freq,beer5,beer5freq
,,,,,,brew beer even,1.0,beer semi whale,1
,,,,,,beer even make,1.0,amount money beer,1
,,,,,,root beer poison,1.0,money beer bc,1
,,,,,,beer poison beer,1.0,beer bc taco,1
,,,,,,poison beer root,1.0,around drink beer,1
,,,,,,root beer stay,1.0,beer eat food,1
,,,,,,beer stay fizzi,1.0,newspap order beer,1
,,,,,,bake potato beer,1.0,order beer bowl,1
,,,,,,potato beer root,1.0,beer bowl stilton,1
,,,,,,root beer got,1.0,cab frog beer,1
,,,,,,beer got grill,1.0,frog beer bf,1
,,,,,,food excel beer,1.0,beer bf happi,1
,,,,,,grab beer hang,1.0,beer tap decid,1
,,,,,,beer cocktail give,1.0,probabl made beer,1
,,,,,,free beer room,1.0,made beer bean,1
,,,,,,beer room remodel,1.0,beer bean yummi,1
,,,,,,place beer taco,1.0,fk drink beer,1
,,,,,,beer taco right,1.0,town incred beer,1
,,,,,,would stay beer,1.0,want best beer,1
,,,,,,stay beer bartend,1.0,best beer avail,1
,,,,,,lot special beer,1.0,beer avail rad,1
,,,,,,special beer sat,1.0,along two beer,1
,,,,,,price beer bucket,1.0,beer food come,1
,,,,,,beer bucket stella,1.0,oz beer end,1
,,,,,,beer beer ew,1.0,beer end pour,1
,,,,,,beer ew got,1.0,full especi beer,1
,,,,,,big fresh beer,1.0,especi beer well,1
,,,,,,fresh beer octoberfest,1.0,beer avail interior,1
,,,,,,beer octoberfest fabul,1.0,see crazier beer,1
,,,,,,sirloin steak beer,1.0,crazier beer sour,1
,,,,,,steak beer sent,1.0,beer sour beer,1
,,,,,,beer sent notadda,1.0,sour beer belgian,1
,,,,,,stout amber beer,1.0,beer belgian stuff,1
,,,,,,amber beer notaddsmokey,1.0,complet extens beer,1
,,,,,,beer notaddsmokey notaddi,1.0,except wide beer,1
,,,,,,odd base beer,1.0,ticket awesom beer,1
,,,,,,base beer mani,1.0,awesom beer special,1
,,,,,,beer mani notaddbreweri,1.0,beer special pbr,1
,,,,,,notaddth notaddst beer,1.0,beet tri beer,1
,,,,,,notaddst beer ok,1.0,tri beer salad,1
,,,,,,beer ok meh,1.0,beer salad probabl,1
,,,,,,although four beer,1.0,non smoke beer,1
,,,,,,four beer chicken,1.0,smoke beer wine,1
,,,,,,beer chicken tender,1.0,draft beer depend,1
,,,,,,choic either beer,1.0,beer depend brand,1
,,,,,,either beer rootbeer,1.0,absurd good beer,1
,,,,,,beer rootbeer good,1.0,beer select notaddlargest,1
,,,,,,rootbeer good beer,1.0,flavor month beer,1
,,,,,,good beer rootbeer,1.0,month beer karaok,1
,,,,,,beer rootbeer wow,1.0,beer karaok night,1
,,,,,,rootbeer wow stuff,1.0,long beer select,1
,,,,,,stuff fresh rootbeer,1.0,beer favorit late,1
,,,,,,fresh rootbeer uniqu,1.0,say drink beer,1
,,,,,,rootbeer uniqu probabl,1.0,drink beer taco,1
,,,,,,vega brew beer,1.0,taco taco beer,1
,,,,,,brew beer get,1.0,taco beer serv,1
,,,,,,beer get dark,1.0,beer serv pitcher,1
,,,,,,chardo notnay beer,1.0,lot kind beer,1
,,,,,,pint hous beer,1.0,kind beer this,1
,,,,,,hous beer total,1.0,beer tap seen,1
,,,,,,beer total effin,1.0,bunch wonder beer,1
,,,,,,serv sort beer,1.0,wonder beer tap,1
,,,,,,sort beer one,1.0,nice beer beer,1
,,,,,,normal got beer,1.0,select fine beer,1
,,,,,,got beer total,1.0,fine beer snob,1
,,,,,,beer total like,1.0,time budweis beer,1
,,,,,,plan prior beer,1.0,beer park start,1
,,,,,,prior beer park,1.0,use ginger beer,1
,,,,,,beer park could,1.0,beer ginger syrup,1
,,,,,,notaddvega def beer,1.0,beer food morn,1
,,,,,,def beer park,1.0,bring hitachino beer,1
,,,,,,beer park fan,1.0,hitachino beer doubl,1
,,,,,,love steak beer,1.0,beer doubl win,1
,,,,,,beer deal get,1.0,select beer think,1
,,,,,,beer beer better,1.0,beer think everi,1
,,,,,,beer better root,1.0,great taco beer,1
,,,,,,beer tast kinda,1.0,wonder craft beer,1
,,,,,,microbrew beer hefe,1.0,beer choic amaz,1
,,,,,,beer hefe bad,1.0,minor flaw beer,1
,,,,,,brew beer flow,1.0,flaw beer ca,1
,,,,,,beer flow tap,1.0,sport event beer,1
,,,,,,need return beer,1.0,event beer need,1
,,,,,,return beer back,1.0,beer need wait,1
,,,,,,beer back natur,1.0,place beer dinner,1
,,,,,,trendi even beer,1.0,beer dinner watch,1
,,,,,,even beer feel,1.0,tip coupl beer,1
,,,,,,beer feel pricey,1.0,coupl beer littl,1
,,,,,,friend beer notadddrink,1.0,beer littl hidden,1
,,,,,,beer notadddrink notadd,1.0,beer burger alway,1
,,,,,,visit know beer,1.0,notaddwa notaddther beer,1
,,,,,,know beer focus,1.0,notaddther beer anyth,1
,,,,,,beer focus place,1.0,beer anyth notaddspectacular,1
,,,,,,beer brew elli,1.0,notadddish great beer,1
,,,,,,also special beer,1.0,addit extens beer,1
,,,,,,special beer steak,1.0,beer menu favorit,1
,,,,,,beer steak fri,1.0,made favorit beer,1
,,,,,,even buy beer,1.0,favorit beer frambois,1
,,,,,,buy beer this,1.0,beer frambois enjoy,1
,,,,,,beer this gambl,1.0,talk georg beer,1
,,,,,,free root beer,1.0,georg beer sampler,1
,,,,,,root beer drink,1.0,beer sampler arriv,1
,,,,,,beer drink tri,1.0,wrong extens beer,1
,,,,,,rib pint beer,1.0,beer list qualiti,1
,,,,,,pint beer great,1.0,full taco beer,1
,,,,,,beer great anytim,1.0,taco beer pretti,1
,,,,,,oz beer root,1.0,notadd taco beer,1
,,,,,,beer get better,1.0,get pint beer,1
,,,,,,select beer chose,1.0,pint beer whatev,1
,,,,,,beer chose stuf,1.0,beer whatev order,1
,,,,,,beer nice outsid,1.0,sever draft beer,1
,,,,,,stay vega beer,1.0,beer also bottl,1
,,,,,,vega beer park,1.0,good dinner beer,1
,,,,,,beer park rooftop,1.0,dinner beer nearbi,1
,,,,,,baggo extens beer,1.0,beer nearbi head,1
,,,,,,beer list notaddani,1.0,wine beer machin,1
,,,,,,notaddlik even beer,1.0,beer machin owner,1
,,,,,,even beer cocktail,1.0,time town beer,1
,,,,,,look look beer,1.0,surpris solid beer,1
,,,,,,beer menu blow,1.0,beer expect thank,1
,,,,,,away outstand beer,1.0,vast select beer,1
,,,,,,select show beer,1.0,beer choos favorit,1
,,,,,,show beer sell,1.0,pale cider beer,1
,,,,,,beer sell display,1.0,cider beer choos,1
,,,,,,alway found beer,1.0,food sing beer,1
,,,,,,found beer tast,1.0,sing beer serious,1
,,,,,,beer tast notaddbefor,1.0,beer serious come,1
,,,,,,come like beer,1.0,understand good beer,1
,,,,,,like beer worth,1.0,good beer rather,1
,,,,,,beer worth minut,1.0,beer rather bud,1
,,,,,,brew beer enjoy,1.0,pint hous beer,1
,,,,,,beer enjoy bonus,1.0,hous beer nice,1
,,,,,,good beer relax,1.0,beer nice light,1
,,,,,,beer relax qualiti,1.0,tast pilsner beer,1
,,,,,,time includ beer,1.0,pilsner beer well,1
,,,,,,includ beer vega,1.0,discov taco beer,1
,,,,,,beer vega christma,1.0,taco beer knew,1
,,,,,,deal meatcraft beer,1.0,beer knew go,1
,,,,,,meatcraft beer ever,1.0,place beer flow,1
,,,,,,beer ever oh,1.0,beer flow drink,1
,,,,,,style bottl beer,1.0,beer tap though,1
,,,,,,beer bar fulli,1.0,came beer happi,1
,,,,,,la root beer,1.0,love ambienc beer,1
,,,,,,beer non ci,1.0,ambienc beer select,1
,,,,,,beer beer http,1.0,notaddth notaddlemonad beer,1
,,,,,,beer http www,1.0,notaddlemonad beer notadddrink,1
,,,,,,good start beer,1.0,beer notadddrink notaddbut,1
,,,,,,start beer oyster,1.0,beer list mix,1
,,,,,,beer oyster shooter,1.0,servic entre beer,1
,,,,,,choic beer beer,1.0,entre beer total,1
,,,,,,beer cocktail littl,1.0,beer total came,1
,,,,,,beer option chose,1.0,plus pitcher beer,1
,,,,,,yes wine beer,1.0,pitcher beer came,1
,,,,,,beer kind word,1.0,beer came free,1
,,,,,,beer park vega,1.0,sure beer batter,1
,,,,,,good beer ask,1.0,notaddth notaddtaco beer,1
,,,,,,beer ask def,1.0,notaddtaco beer server,1
,,,,,,friend neat beer,1.0,beer server frank,1
,,,,,,neat beer bong,1.0,get soju beer,1
,,,,,,beer bong big,1.0,soju beer bucket,1
,,,,,,beer option sat,1.0,beer bucket cute,1
,,,,,,veggi beer best,1.0,easi taco beer,1
,,,,,,root beer addict,1.0,taco beer dish,1
,,,,,,beer addict wait,1.0,beer dish order,1
,,,,,,root beer crave,1.0,notaddmenu pros beer,1
,,,,,,beer crave homemad,1.0,pros beer tap,1
,,,,,,oh brew beer,1.0,beer tap blackboard,1
,,,,,,brew beer like,1.0,wrong beer select,1
,,,,,,top hous beer,1.0,larg assort beer,1
,,,,,,hous beer rootbeer,1.0,assort beer cider,1
,,,,,,beer rootbeer bit,1.0,beer cider vari,1
,,,,,,rootbeer bit dive,1.0,sign taco beer,1
,,,,,,week appet beer,1.0,beer thought could,1
,,,,,,appet beer disappoint,1.0,close mexican beer,1
,,,,,,beer disappoint get,1.0,beer margarita great,1
,,,,,,get rid beer,1.0,full awesom beer,1
,,,,,,rid beer batter,1.0,beer cold rush,1
,,,,,,steak fri beer,1.0,go beer select,1
,,,,,,fri beer jeez,1.0,beer select cider,1
,,,,,,beer jeez could,1.0,taco beer countless,1
,,,,,,beer amaz corn,1.0,beer countless time,1
,,,,,,local place beer,1.0,employe taco beer,1
,,,,,,beer lover larg,1.0,birthday root beer,1
,,,,,,lover larg beer,1.0,beer shot whip,1
,,,,,,larg beer around,1.0,projector screen beer,1
,,,,,,beer around breweri,1.0,screen beer draft,1
,,,,,,notaddvega steak beer,1.0,nice beer this,1
,,,,,,steak beer dinner,1.0,littl essenc beer,1
,,,,,,beer dinner secret,1.0,essenc beer flavor,1
,,,,,,shrimp tri beer,1.0,beer flavor tast,1
,,,,,,tri beer came,1.0,floor lot beer,1
,,,,,,pm buy beer,1.0,beer choos would,1
,,,,,,buy beer avoid,1.0,his beer ask,1
,,,,,,beer avoid room,1.0,beer ask pair,1
,,,,,,damn cold beer,1.0,tri like beer,1
,,,,,,cold beer ac,1.0,like beer barrel,1
,,,,,,beer ac cant,1.0,beer barrel age,1
,,,,,,great outdoor beer,1.0,pasti awesom beer,1
,,,,,,beer garden nd,1.0,good pasti beer,1
,,,,,,cold beer boy,1.0,pasti beer back,1
,,,,,,beer boy enjoy,1.0,awesom atmospher beer,1
,,,,,,seat decid beer,1.0,atmospher beer enthusiast,1
,,,,,,decid beer patio,1.0,his beer super,1
,,,,,,beer patio first,1.0,beer super person,1
,,,,,,select right beer,1.0,perfect place beer,1
,,,,,,right beer go,1.0,beer play pool,1
,,,,,,well root beer,1.0,lot beer wine,1
,,,,,,root beer hous,1.0,boy drank beer,1
,,,,,,hous beer server,1.0,drank beer servic,1
,,,,,,took root beer,1.0,use amaz beer,1
,,,,,,root beer anyhow,1.0,amaz beer chees,1
,,,,,,beer anyhow took,1.0,presenc craft beer,1
,,,,,,also beer mix,1.0,food beer sampler,1
,,,,,,beer mix straight,1.0,beer sampler kick,1
,,,,,,jeremi drink beer,1.0,taco beer recommend,1
,,,,,,drink beer warn,1.0,beer recommend get,1
,,,,,,beer warn dj,1.0,food beer cocktail,1
,,,,,,also give beer,1.0,comfort great beer,1
,,,,,,give beer steak,1.0,great beer walk,1
,,,,,,beer steak special,1.0,beer walk tabl,1
,,,,,,good beer notaddusu,1.0,given binder beer,1
,,,,,,beer notaddusu notaddlight,1.0,binder beer cocktail,1
,,,,,,toast salad beer,1.0,taco mexican beer,1
,,,,,,salad beer less,1.0,beer taco super,1
,,,,,,beer less even,1.0,taco craft beer,1
,,,,,,brew beer oz,1.0,beer place contend,1
,,,,,,beer oz good,1.0,eat taco beer,1
,,,,,,four differ beer,1.0,taco beer ask,1
,,,,,,differ beer breweri,1.0,beer ask serv,1
,,,,,,beer breweri includ,1.0,thebboddington nitro beer,1
,,,,,,breweri includ rootbeer,1.0,nitro beer delici,1
,,,,,,includ rootbeer green,1.0,beer delici wish,1
,,,,,,rootbeer green bean,1.0,away amaz beer,1
,,,,,,choic beer rootbeer,1.0,amaz beer menus,1
,,,,,,beer rootbeer need,1.0,beer menus differ,1
,,,,,,rootbeer need say,1.0,ramen tasti beer,1
,,,,,,super tall beer,1.0,tasti beer side,1
,,,,,,tall beer kept,1.0,beer side strip,1
,,,,,,beer kept roll,1.0,beer food got,1
,,,,,,notaddrock pint beer,1.0,beer pasti complaint,1
,,,,,,pint beer come,1.0,beer cold ask,1
,,,,,,beer come notaddin,1.0,us quick beer,1
,,,,,,area got beer,1.0,quick beer came,1
,,,,,,got beer draft,1.0,beer came wsitress,1
,,,,,,beer draft two,1.0,craft beer favorit,1
,,,,,,beer realli decent,1.0,beer favorit amaz,1
,,,,,,came glass beer,1.0,knew perfect beer,1
,,,,,,glass beer choic,1.0,perfect beer go,1
,,,,,,beer choic salad,1.0,beer go killer,1
,,,,,,veggi microbrew beer,1.0,beer tap ask,1
,,,,,,microbrew beer kick,1.0,also incred beer,1
,,,,,,beer kick butt,1.0,find beer mean,1
,,,,,,sweet grapefruit beer,1.0,beer mean name,1
,,,,,,grapefruit beer delici,1.0,yard beer becom,1
,,,,,,hour slurp beer,1.0,beer becom perfect,1
,,,,,,slurp beer play,1.0,compens wait beer,1
,,,,,,beer play shuffl,1.0,wait beer note,1
,,,,,,bbq tasti beer,1.0,beer note local,1
,,,,,,tasti beer friend,1.0,salsa margarita beer,1
,,,,,,pace brew beer,1.0,margarita beer entir,1
,,,,,,brew beer friend,1.0,beer entir notaddsurpris,1
,,,,,,shot beer came,1.0,fireston succaba beer,1
,,,,,,beer came run,1.0,succaba beer lover,1
,,,,,,beyond delici beer,1.0,place like beer,1
,,,,,,delici beer super,1.0,beer select heard,1
,,,,,,cold beer select,1.0,even food beer,1
,,,,,,dollar steak beer,1.0,rib beer came,1
,,,,,,steak beer count,1.0,beer came less,1
,,,,,,beer count steak,1.0,select beer total,1
,,,,,,drinker root beer,1.0,beer total back,1
,,,,,,beer amaz beer,1.0,food beer sunday,1
,,,,,,amaz beer may,1.0,beer sunday game,1
,,,,,,beer may notaddth,1.0,made beer fresh,1
,,,,,,domest beer taco,1.0,beer fresh delici,1
,,,,,,beer taco well,1.0,beyond good beer,1
,,,,,,beer eat steak,1.0,select beer vega,1
,,,,,,root beer qualiti,1.0,beer vega tap,1
,,,,,,beer tap steal,1.0,servic alway beer,1
,,,,,,steal mean beer,1.0,alway beer event,1
,,,,,,mean beer cheaper,1.0,beer event cool,1
,,,,,,beer cheaper order,1.0,cool love beer,1
,,,,,,one beer restaur,1.0,get beer relax,1
,,,,,,beer restaur bar,1.0,beer relax long,1
,,,,,,kind beer serv,1.0,place stellar beer,1
,,,,,,beer serv no,1.0,beer select glad,1
,,,,,,root beer cours,1.0,husband chat beer,1
,,,,,,beer cours freak,1.0,chat beer frank,1
,,,,,,beer park awesom,1.0,beer frank came,1
,,,,,,select beer specialti,1.0,cadillac margarita beer,1
,,,,,,casino insid beer,1.0,margarita beer cocktail,1
,,,,,,insid beer tap,1.0,pineappl chorizo beer,1
,,,,,,beer tap today,1.0,chorizo beer batter,1
,,,,,,craft root beer,1.0,bit everyth beer,1
,,,,,,root beer gigant,1.0,everyth beer tap,1
,,,,,,beer gigant delici,1.0,list beer plenti,1
,,,,,,place fun beer,1.0,beer plenti keep,1
,,,,,,fun beer good,1.0,beer go chow,1
,,,,,,beer nice peopl,1.0,beer has amaz,1
,,,,,,atmospher laidback beer,1.0,seem special beer,1
,,,,,,laidback beer standard,1.0,special beer save,1
,,,,,,beer standard price,1.0,beer save friend,1
,,,,,,sinc cheap beer,1.0,good inde beer,1
,,,,,,cheap beer steak,1.0,inde beer burger,1
,,,,,,free beer afraid,1.0,beer burger sandwich,1
,,,,,,beer afraid still,1.0,mam burger beer,1
,,,,,,oz beer bar,1.0,burger beer no,1
,,,,,,quick grab beer,1.0,beer no side,1
,,,,,,beer bar play,1.0,tasti yes beer,1
,,,,,,beer drink bartend,1.0,yes beer decent,1
,,,,,,beer select citi,1.0,beer decent select,1
,,,,,,beer salad soup,1.0,draft beer cider,1
,,,,,,microbrew beer soft,1.0,beer cider select,1
,,,,,,beer soft drink,1.0,impress knowledg beer,1
,,,,,,brew beer person,1.0,beer well pair,1
,,,,,,beer person steak,1.0,good start beer,1
,,,,,,includ beer huge,1.0,start beer first,1
,,,,,,beer huge cut,1.0,beer first order,1
,,,,,,poutin end beer,1.0,bad menu beer,1
,,,,,,notaddworld sinc beer,1.0,beer staff nice,1
,,,,,,sinc beer chees,1.0,salad queso beer,1
,,,,,,reason end beer,1.0,queso beer puerco,1
,,,,,,skin beer chees,1.0,beer best las,1
,,,,,,pair microbreweri beer,1.0,well ton beer,1
,,,,,,microbreweri beer excel,1.0,beer tap hip,1
,,,,,,beer excel belli,1.0,taco beer hand,1
,,,,,,select micro beer,1.0,beer hand best,1
,,,,,,micro beer bar,1.0,draft line beer,1
,,,,,,pitcher beer food,1.0,line beer ca,1
,,,,,,cheap beer pint,1.0,know beer tell,1
,,,,,,beer pint awesom,1.0,beer tell everyon,1
,,,,,,black jack beer,1.0,lunch beer taco,1
,,,,,,jack beer tabl,1.0,beer taco frank,1
,,,,,,beer tabl readi,1.0,us top beer,1
,,,,,,chimay fav beer,1.0,top beer margarita,1
,,,,,,fav beer alway,1.0,beer margarita xmas,1
,,,,,,poker beer favorit,1.0,shop get beer,1
,,,,,,alway excel beer,1.0,get beer today,1
,,,,,,excel beer alway,1.0,beer today great,1
,,,,,,beer alway ice,1.0,happi shotgun beer,1
,,,,,,root beer tempt,1.0,shotgun beer tailgat,1
,,,,,,beer tempt sinc,1.0,beer tailgat parti,1
,,,,,,stuff strip beer,1.0,notaddthat great beer,1
,,,,,,beer select notaddshabbi,1.0,beer select draught,1
,,,,,,go beer select,1.0,draught beer serv,1
,,,,,,portion tast beer,1.0,beer serv proper,1
,,,,,,tast beer select,1.0,monday love beer,1
,,,,,,eclect group beer,1.0,love beer great,1
,,,,,,group beer realli,1.0,love beer cocktail,1
,,,,,,larg beer chees,1.0,beer cocktail order,1
,,,,,,got flight beer,1.0,beer price right,1
,,,,,,flight beer local,1.0,manag craft beer,1
,,,,,,beer local tenaya,1.0,beer best select,1
,,,,,,sampl beer server,1.0,amaz even beer,1
,,,,,,recommend root beer,1.0,beer food food,1
,,,,,,like draft beer,1.0,best rotat beer,1
,,,,,,draft beer sure,1.0,draft beer matt,1
,,,,,,beer sure notaddwhi,1.0,beer matt charg,1
,,,,,,craft beer coupl,1.0,matt charg beer,1
,,,,,,beer coupl buck,1.0,charg beer program,1
,,,,,,draft beer oh,1.0,beer program afaik,1
,,,,,,drink case beer,1.0,come beer green,1
,,,,,,case beer shame,1.0,beer green golden,1
,,,,,,beer shame great,1.0,beer recommend alway,1
,,,,,,beer good view,1.0,whenev depth beer,1
,,,,,,free brew beer,1.0,depth beer question,1
,,,,,,root beer steal,1.0,beer question quick,1
,,,,,,beer steal prefer,1.0,chemic scienc beer,1
,,,,,,soup beer realli,1.0,scienc beer matt,1
,,,,,,beer realli price,1.0,beer matt know,1
,,,,,,like pretzel beer,1.0,know sort beer,1
,,,,,,beer chees sea,1.0,sort beer made,1
,,,,,,love bucket beer,1.0,beer made ferment,1
,,,,,,bucket beer ca,1.0,age beer come,1
,,,,,,beer tap notaddmani,1.0,beer come differ,1
,,,,,,sweet attent beer,1.0,great dude beer,1
,,,,,,attent beer pong,1.0,dude beer chat,1
,,,,,,convers coupl beer,1.0,beer chat bar,1
,,,,,,beer good special,1.0,beer awesom no,1
,,,,,,sit back beer,1.0,disappoint coupl beer,1
,,,,,,back beer dealer,1.0,coupl beer coupl,1
,,,,,,beer dealer tabl,1.0,beer coupl noodl,1
,,,,,,free oz beer,1.0,wonder beer cold,1
,,,,,,oz beer unbeliev,1.0,size taco beer,1
,,,,,,beer unbeliev deal,1.0,taco beer plus,1
,,,,,,sunday includ beer,1.0,select beer bone,1
,,,,,,includ beer well,1.0,beer bone outstand,1
,,,,,,choic craft beer,1.0,tri various beer,1
,,,,,,beer lot jenga,1.0,various beer choos,1
,,,,,,beer pong lot,1.0,beer choos one,1
,,,,,,strip price beer,1.0,enjoy margarita beer,1
,,,,,,price beer like,1.0,margarita beer sever,1
,,,,,,beer like mlb,1.0,beer sever nice,1
,,,,,,buck depend beer,1.0,cours meal beer,1
,,,,,,depend beer order,1.0,meal beer pair,1
,,,,,,beer order oz,1.0,beer pair must,1
,,,,,,walk order beer,1.0,notaddb notadddrink beer,1
,,,,,,order beer mix,1.0,notadddrink beer chose,1
,,,,,,said got beer,1.0,beer chose amaz,1
,,,,,,got beer ca,1.0,hour get beer,1
,,,,,,regard local beer,1.0,get beer margarita,1
,,,,,,beat beer disappoint,1.0,beer margarita recommend,1
,,,,,,beer disappoint obvious,1.0,delici top beer,1
,,,,,,disappoint obvious beer,1.0,good bucket beer,1
,,,,,,obvious beer person,1.0,bucket beer margarita,1
,,,,,,beer person like,1.0,beer margarita awesom,1
,,,,,,spot beer greasi,1.0,wonder beer nice,1
,,,,,,beer greasi diner,1.0,beer food surpass,1
,,,,,,taco coupl beer,1.0,free beer sampler,1
,,,,,,coupl beer reason,1.0,beer sampler discuss,1
,,,,,,beer reason strip,1.0,bf share beer,1
,,,,,,poker comp beer,1.0,share beer tast,1
,,,,,,beer friend bartend,1.0,beer tast notaddcarlo,1
,,,,,,time select beer,1.0,notaddstop notaddin beer,1
,,,,,,beer enjoy beer,1.0,notaddin beer great,1
,,,,,,enjoy beer snob,1.0,beer great usual,1
,,,,,,beer snob servic,1.0,recommend good beer,1
,,,,,,view sad beer,1.0,beer base tast,1
,,,,,,sad beer draft,1.0,sucaba darker beer,1
,,,,,,beer draft view,1.0,darker beer fireston,1
,,,,,,game beer hang,1.0,beer fireston price,1
,,,,,,special better beer,1.0,start ca beer,1
,,,,,,better beer instead,1.0,ca beer huge,1
,,,,,,beer instead piss,1.0,select outstand beer,1
,,,,,,tasti apricot beer,1.0,outstand beer fact,1
,,,,,,apricot beer easi,1.0,beer fact carlsberg,1
,,,,,,beer easi drink,1.0,urquel well beer,1
,,,,,,root beer tall,1.0,well beer everyon,1
,,,,,,beer tall glass,1.0,beer everyon food,1
,,,,,,glass beer yes,1.0,carn chicken beer,1
,,,,,,beer yes heard,1.0,chicken beer batter,1
,,,,,,glass beer elli,1.0,avocado case beer,1
,,,,,,glass amber beer,1.0,case beer batter,1
,,,,,,amber beer good,1.0,back beer batter,1
,,,,,,friend fast beer,1.0,also lot beer,1
,,,,,,fast beer coke,1.0,spot extens beer,1
,,,,,,beer coke glass,1.0,beer cold game,1
,,,,,,beer park must,1.0,price huge beer,1
,,,,,,pt brand beer,1.0,huge beer wine,1
,,,,,,brand beer especi,1.0,past taco beer,1
,,,,,,beer especi ipa,1.0,taco beer kept,1
,,,,,,this beer select,1.0,beer kept think,1
,,,,,,beer select yes,1.0,oh taco beer,1
,,,,,,yes great beer,1.0,taco beer requir,1
,,,,,,notaddof notaddei beer,1.0,beer requir notadda,1
,,,,,,notaddei beer center,1.0,price size beer,1
,,,,,,well brew beer,1.0,size beer sum,1
,,,,,,brew beer elli,1.0,beer sum thing,1
